CstCd,CstmFgCd,CstmNm,CstmNmBk,GroupId,UpperCstmCd,UseDclr,UseIb,UseYn,AuditTeamMgrCnt,ExpAuditorCnt,ExpInspctTeamMgrCnt,ExpInspctorCnt,ImpAuditorCnt,ImpInspctTeamMgrCnt,ImpInspctorCnt,ImpexpAuditorCnt,ImpexpInspctTeamMgrCnt,ImpexpInspctorCnt
99902,30,Border Desc.2,Border Desc.2,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
99903,30,Border Insp.1,Border Insp.1,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
99904,30,Border Insp.2,Border Insp.2,,99,Y,N,Y,0,0,0,0,0,0,0,0,0,0
98,30,Test Border CH,Test Border CH,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
98901,30,Inland Desc.1,Inland Desc.1,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
98902,30,Inland Desc.2,Inland Desc.2,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
98903,30,Inland Insp.1,Inland Insp.1,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
98904,30,Inland Insp.2,Inland Insp.2,,98,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
7903,30,Улаанбайшинт,Улаанбайшинт,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
10400,30,Бүрдүүлэлтийн дараах шалгалтын хэсэг,Бүрдүүлэлтийн дараах шалгалтын хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13901,30,Дархан-1 өртөө ,Дархан-1 өртөө ,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16505,30,Хураамж,Хураамж,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5202,30,Хяналт шалгалтын хэлтэс,Олон улсын нисэх буудал,,5,Y,N,Y,0,0,0,1,0,0,1,0,1,0
1201,30,Боомт хариуцсан хэсэг,Боомт хариуцсан хэсэг,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
6904,30,Ульханмайхан ,Ульханмайхан ,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
10201,30,Орхоны төв дэх гаалийн бүрдүүлэлтийн хэсэг,Орхоны төв дэх гаалийн бүрдүүлэлтийн хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14505,30,Хураамж,Хураамж,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
16901,30,Бичигт,Бичигт,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
18100,30,Захиргааны хэсэг,Захиргааны хэсэг,,18,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11904,30,Говьсүмбэр ,Говьсүмбэр ,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,5,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2600,30,Статистик,Статистик,,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
4300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
17300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,17,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6910,30,Сүмбэр,Сүмбэр,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
10501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12902,30,УБ шуудан,УБ шуудан,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14903,30,Тавантолгой ХК,Тавантолгой ХК,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
11901,30,Сайншанд өртөө ,Сайншанд өртөө ,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6200,30,"Гаалийн хяналт,  бүрдүүлэлтийн хэлтэс","Гаалийн хяналт,  бүрдүүлэлтийн хэлтэс",,6,N,N,Y,0,0,0,0,0,0,0,0,0,0
4905,30,Видү,Видү,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7800,30,Эрсдэл,Эрсдэл,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16902,30,СБ Цайрт минерал,СБ Цайрт минерал,,16,N,N,N,0,0,0,0,0,0,0,0,0,0
3901,30,Автозамын цогцолбор,Автозамын цогцолбор ,,3,Y,N,Y,1,0,0,0,0,0,0,5,0,30
10502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13600,30,Статистик,Статистик,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12100,30,Захиргааны хэсэг,Захиргааны хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
30,20,30 custom name,30 custom name,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1800,10,Эрсдлийн удирдлагын хэлтэс,Эрсдлийн хэсэг,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9100,30,Захиргааны хэсэг,Захиргааны хэсэг,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9203,30,Тэс дэх гаалийн салбар,Тэс дэх гаалийн салбар,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
10100,30,Захиргааны хэсэг,Захиргааны хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11201,30,Говьсүмбэр дэх авто тээврийн хяналтын хэсэг,Говьсүмбэр дэх авто тээврийн хяналтын хэсэг,,11,Y,N,N,0,0,0,0,0,0,0,0,0,0
11400,30,Бүрдүүлэлтийн дараах шалгалтын хэсэг,Бүрдүүлэлтийн дараах шалгалтын хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12,20,Улс хоорондын шуудан илгээмжийн гаалийн газар,Олон улсын шуудан илгээмж дэх гаалийн хороо,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12505,30,Хураамж,Хураамж,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12901,30,Монгол шуудан,Монгол шуудан,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13200,30,"Гаалийн хяналт,  бүрдүүлэлтийн алба","Гаалийн хяналт,  бүрдүүлэлтийн алба",,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,13,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14100,30,Захиргааны хэсэг,Захиргааны хэсэг,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
1101,10,"Хууль, эрх зүйн хэлтэс",Эрх зүйн алба,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1200,10,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс","Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1203,30,Баталгаат бүс хариуцсан хэсэг,Баталгаат бүс хариуцсан хэсэг,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1300,10,Гаалийн зөрчилтэй тэмцэх хэлтэс,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэлтэс,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1502,30,"Хөнгөлөлт, чөлөөлөлтийн хэсэг","Хөнгөлөлт, чөлөөлөлтийн хэсэг",,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1503,10,"Барааны ангилал, үнэ үнэлгээний хэлтэс",БТКУС-ын алба,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1504,30,Үнэ тодорхойлох алба,Үнэ тодорхойлох алба,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1505,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1710,30,Сургалтын төв,"Гааль, эдийн засгийн дээд сургууль",,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1720,30,Гаалийн төв лаборатор,Гаалийн төв лаборатор,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1730,30,Хөдөлгөөнт хяналтын төв,Эрэлч нохойн алба,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1750,30,"Хөрөнгө оруулалт, ашиглалт үйлчилгээний газар","Хөрөнгө оруулалт, ашиглалт үйлчилгээний газар",,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
2100,30,Захиргааны хэсэг,Захиргааны хэсэг,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2202,30,Бүрдүүлэлтийн 2-р алба    ,Бүрдүүлэлтийн 2-р алба    ,,2,Y,N,N,1,0,0,0,0,0,0,0,0,0
2204,30,ОАТБарааны бүрдүүлэлт,ОАТБарааны бүрдүүлэлт,,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
2300,30,МУСЭУ-ын хэлтэс,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
2501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2504,30,Татвар,Татвар,,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
2901,30,Ачаа тээш,Ачаа тээш,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2903,30,Материалимпекс ,Материалимпекс ,2,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2904,30,МТТ,МТТ,,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
2905,30,Туушин ,Туушин ,2,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2907,30,Прогрестранс ,Прогрестранс ,2,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2910,30,УБ импекс,УБ импекс,2,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2911,30,Бага-Нуур,Бага-Нуур,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2912,30,МТХХАлба,МТХХАлба,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2914,30,Би Эль Си,Би Эль Си,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3100,30,Захиргааны хэсэг,Захиргааны хэсэг,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3201,30,Авто тээврийн хяналтын хэсэг,Авто тээврийн хяналтын хэсэг,1,3,Y,N,Y,1,0,0,0,0,0,0,2,0,3
3204,30,Нарийн царигийн хяналтын хэсэг,Нарийн царигийн хяналтын хэсэг,,3,N,N,N,0,0,0,0,0,0,0,0,0,0
3400,30,Бүрдүүлэлтийн дараах шалгалтын алба,Бүрдүүлэлтийн дараах шалгалтын алба,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3505,30,Хураамж,Хураамж,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3800,30,Эрсдлийн алба,Эрсдлийн алба,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
3902,30,Өргөн төмөр зам,Өргөн төмөр зам ,3,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4100,30,Захиргааны хэсэг,Захиргааны хэсэг,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4201,30,Сүхбаатар дахь г/бүрдүүлэлтийн хэсэг,Сүхбаатар дахь г/бүрдүүлэлтийн хэсэг,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4203,30,Ерөө,Ерөө,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4504,30,Татвар,Татвар,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4505,30,Хураамж,Хураамж,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4800,30,Эрсдлийн алба,Эрсдлийн алба,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4902,30,Алтанбулаг,Алтанбулаг ,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,2
4903,30,Туушин ,Туушин ,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4907,30,Болд төмөр-Ерөө гол,Болд төмөр-Ерөө гол,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5100,30,Захиргааны хэсэг,Захиргааны хэсэг,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
5201,30,"Татвар, бүрдүүлэлтийн хэлтэс",Карго терминал,,5,Y,N,Y,1,0,0,4,0,0,2,2,0,0
5400,30,Бүрдүүлэлтийн дараах шалгалтын алба,Бүрдүүлэлтийн дараах шалгалтын алба,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
5500,30,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
5501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
5600,30,Статистик,Статистик,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
5901,30,Карго терминал,Карго терминал,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
6,20,Дорнод дахь гаалийн газар,Дорнод дахь гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6201,30,Эрээнцав дахь гаалийн салбар,Эрээнцав дахь гаалийн салбар,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8200,30,"Гаалийн хяналт,  бүрдүүлэлтийн хэсэг","Гаалийн хяналт,  бүрдүүлэлтийн хэсэг",,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7201,30,Өлгий дэх гаалийн бүрдүүлэлтийн хэсэг,Өлгий дэх гаалийн бүрдүүлэлтийн хэсэг,,7200,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,7,Y,N,N,0,0,0,0,0,0,0,0,0,0
7505,30,Хураамж,Хураамж,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7901,30,Өлгий дэх гүний гааль,Өлгий дэх гүний гааль,,7200,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8202,30,Ховд дахь гаалийн салбар,Ховд дахь гаалийн салбар,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8204,20,Ярантын бүрдүүлэлтийн 1-р хэсэг,Ярант дахь гаалийн бүрдүүлэлтийн хэсэг,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8500,30,"Санхүү, татварын хэсэг","Санхүү, татварын хэсэг",,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8600,30,Статистик,Статистик,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
15201,30,Бичиг баримтын бүрдүүлэлтийн алба,Шивээ-Хүрэнгийн г/ бүрдүүлэлтийн хэсэг,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
16201,30,Бичигтийн гаалийн бүрдүүлэлтийн хэсэг,Бичигтийн гаалийн бүрдүүлэлтийн хэсэг,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
17201,30,Алтай хот дахь гаалийн бүрдүүлэлтийн хэсэг,Алтай хот дахь гаалийн бүрдүүлэлтийн хэсэг,,17,Y,N,Y,0,0,0,0,0,0,0,0,0,0
18502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,18,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9,20,Увс дахь гаалийн газар,Увс дахь гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
9300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,9,Y,N,Y,0,0,0,0,0,0,0,0,0,0
10300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,10,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11202,30,Говьсүмбэр дэх төмөр замын хяналтын хэсэг,Говьсүмбэр дэх төмөр замын хяналтын хэсэг,,11,Y,N,N,0,0,0,0,0,0,0,0,0,0
11501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,14,Y,N,N,0,0,0,0,0,0,0,0,0,0
15300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,15,Y,N,N,0,0,0,0,0,0,0,0,0,0
4904,30,Гастрак ХХК,Гастрак ХХК,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6100,30,Захиргааны хэсэг,Захиргааны хэсэг,,6,Y,N,N,0,0,0,0,0,0,0,0,0,0
19502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1102,30,Олон нийттэй харилцах алба,Олон нийттэй харилцах алба,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1204,30,Хяналтын бүс хариуцсан хэсэг,Хяналтын бүс хариуцсан хэсэг,,1,Y,N,N,0,0,0,0,0,0,0,0,0,0
1501,10,Татвар орлогын хэлтэс,Татварын хэсэг,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1600,10,Статистикийн хэлтэс,"Статистик, дүн шинжилгээний хэлтэс",,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1740,30,Мэдээллийн технологийн төв,Мэдээллийн технологийн төв,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2200,30,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс","Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
2913,30,Толгойт,Толгойт,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3203,30,Чингэлэг шалгах рентген төхөөрөмж,Чингэлэг шалгах рентген төхөөрөмж,,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3504,30,Татвар,Татвар,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
4,20,Сэлэнгэ дэх гаалийн газар,Сэлэнгэ дэх гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4400,30,Бүрдүүлэлтийн дараах шалгалтын алба,Бүрдүүлэлтийн дараах шалгалтын алба,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
6202,30,Ульханмайхан дахь гаалийн салбар,Ульханмайхан дахь гаалийн салбар,,6,Y,N,Y,0,0,0,0,0,0,0,1,1,1
7203,30,Даян  хилийн боомт,Даян  хилийн боомт,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7902,30,Өлгий дэх олон улсын нисэх онгоцны буудал,Өлгий дэх олон улсын нисэх онгоцны буудал,,7200,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14906,30,Ухаа худаг дахь гаалийн салбар,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
14907,30,Оюу толгой Гаалийн салбар,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
1997,30,"Аж ахуй, үйлчилгээний алба",,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
15202,30,Захиалгат дуудлагын бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2920,20,АБТЭМА Карго,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2900,20,УБГГ ГББүс,,3,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6914,30,Тамсаг-түр,,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6913,30,Ш​и​н​ь​ ​ш​и​н​ь дахь гаалийн хяналтын бүс,,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3907,30,Э-Транс Гаалийн Хяналтын Хэсэг,,2,3,Y,N,Y,0,0,0,0,0,0,0,0,0,0
13,20,Дархан уул аймаг дахь гаалийн газар,Aaрoai ooe aaou aaaeeei oiрiо,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4910,30,С​ү​х​б​а​а​т​а​р​ ​ө​р​т​ө​ө​ АБХ,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
911,20,Алтанбулаг чөлөөт бүс,,,4,Y,N,N,0,0,0,0,0,0,0,0,0,0
4911,20,Алтанбулаг чөлөөт бүс,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2206,30,Захиалагчийн материал,,,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
11208,30,Чойр дахь гаалийн салбар,,,11,Y,N,Y,0,0,0,0,0,0,0,0,0,0
20,20,Ханги дахь гаалийн газар,,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
20201,30,Гаалийн бүрдүүлэлтийн хэсэг,,,20,Y,N,Y,0,0,0,0,0,0,0,0,0,0
88,20,Working Group Border,,,,Y,N,N,0,0,0,0,0,0,0,0,0,0
88201,30,Working Group Border Manifest,,,88,Y,N,N,0,0,0,0,0,0,2,0,0,2
88202,30,Working Group Border Clearance,,,88,Y,N,N,0,0,0,0,0,0,0,0,0,0
89,20,Working Group Inland,,,,Y,N,N,0,0,0,0,0,0,0,0,0,0
89201,30,Working Group Inland Clearance,,,89,Y,N,N,1,0,0,0,0,0,0,4,0,2
4210,30,Алтанбулаг дахь бүрдүүлэлтийн хэлтэс,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
15203,30,Саусгобисэндс бүрдүүлэлтийн хэсэг,,,15,Y,N,Y,0,0,0,0,0,0,0,0,0,0
88203,20,Test Inland Clearance Customs,,,88,Y,N,N,0,0,0,0,0,0,0,0,0,0
2918,20,Интердесижн,,1,2,Y,N,Y,0,0,0,0,0,0,0,0,0,0
4909,30,С​и​б​и​р​ь​ ​т​р​а​н​с,,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
14203,30,Энержи ресурс /цагаан хад/ гаалийн бүрд/хэсэг,,,14,N,N,Y,0,0,0,0,0,0,0,0,0,0
16300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
18,20,Завхан дахь гаалийн хороо,Завхан дахь гаалийн хороо,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
18300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,18,Y,N,Y,0,0,0,0,0,0,0,0,0,0
19505,30,Хураамж,Хураамж,,19,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1100,10,"Захиргаа, хүний нөөцийн хэлтэс","Төрийн захиргаа,  хамтын ажиллагааны газар",,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
1400,30,Бүрдүүлэлтийн дараах шалгалтын газар,Бүрдүүлэлтийн дараах шалгалтын хэлтэс,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
2502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,2,Y,N,N,0,0,0,0,0,0,0,0,0,0
3,20,Замын -Үүд дэх гаалийн газар,Замын -Үүд дэх гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
3300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,,3,N,N,Y,0,0,0,0,0,0,0,0,0,0
4202,30,Алтанбулаг дахь гаалийн шалган нэвтрүүлэх цогцолбор,Алтанбулаг дахь гаалийн шалган нэвтрүүлэх цогцолбор,,4,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,6,Y,N,N,0,0,0,0,0,0,0,0,0,0
6907,30,Агацын гол ,Агацын гол ,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7,20,Баян-Өлгий дэх гаалийн газар,Баян-Өлгий дэх гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7501,30,БТКУС-ын хэсэг,БТКУС-ын хэсэг,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8,20,Ховд аймгийн Булган дахь гаалийн газар,Ховд аймгийн Булган дахь гаалийн газар,,1,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8300,30,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,Гаалийн зөрчлөөс урьдчилан сэргийлэх хэсэг,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12201,30,Төв шуудан дахь бүрдүүлэлтийн хэсэг,Төв шуудан дахь бүрдүүлэлтийн хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
8901,30,Ховд гүний гааль,Ховд гүний гааль ,,8,Y,N,Y,0,0,0,0,0,0,0,0,0,0
6203,30,Хавирга дахь гаалийн салбар,Хавирга дахь гаалийн салбар,,6,Y,N,Y,0,0,0,0,0,0,0,0,0,0
5504,30,Татвар,Татвар,,5,Y,N,N,0,0,0,0,0,0,0,0,0,0
16502,30,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",,16,Y,N,Y,0,0,0,0,0,0,0,0,0,0
7202,30,Улаанбайшинт дахь гаалийн салбар,Улаанбайшинт дахь гаалийн салбар,,7,Y,N,Y,0,0,0,0,0,0,0,0,0,0
12503,30,Санхүүгийн хэсэг,Санхүүгийн хэсэг,,12,Y,N,Y,0,0,0,0,0,0,0,0,0,0
