Cst_Cd,Cstm_Nm,Cstm_Nm_Bk,Audit_Team_Mgr_Cnt,Exp_Auditor_Cnt,Exp_Inspct_Team_Mgr_Cnt,Exp_Inspctor_Cnt,Imp_Auditor_Cnt,Imp_Inspct_Team_Mgr_Cnt,Imp_Inspctor_Cnt
2902,АБТЭМА /гаалийн салбар/,АБТЭМА /гаалийн салбар/,0,0,0,3,0,0,3
2906,Монгол экспресс ,Монгол экспресс ,0,0,0,0,0,0,0
2908,Монголтранс ,Монголтранс ,0,0,0,0,0,0,0
2909,Эрин интернэшнл /тусгай бүс/,Эрин интернэшнл /тусгай бүс/,0,0,0,0,0,0,0
3200,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс","Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",0,0,0,0,0,0,0
3202,Төмөр замын тээврийн хяналтын хэсэг,Төмөр замын тээврийн хяналтын хэсэг,1,0,0,0,0,0,0
3503,Санхүүгийн хэсэг,Санхүүгийн хэсэг,0,0,0,0,0,0,0
3600,Статистик,Статистик,0,0,0,0,0,0,0
3903,Нарийн төмөр зам,Нарийн төмөр зам ,1,1,0,1,1,0,1
3904,Чингэлэг шалгах рентген төхөөрөмж,Чингэлэг шалгах рентген төхөөрөмж,0,0,0,0,0,0,0
4200,Гаалийн хяналт бүрдүүлэлтийн хэлтэс,"Гаалийн хяналт, бүрдүүлэлтийн хэлтэс",0,0,0,0,0,0,0
6204,Баянхошуу дахь гаалийн салбар,Баянхошуу дахь гаалийн салбар,0,0,0,0,0,0,0
6205,Сүмбэр дахь гаалийн сaлбар,Сүмбэр дахь гаалийн сaлбар,0,0,0,0,0,0,0
6300,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,Гаалийн зөрчлөөс урьдчилан сэргийлэх алба,0,0,0,0,0,0,0
6500,"Санхүү, татварын хэлтэс","Санхүү, татварын хэлтэс",0,0,0,0,0,0,0
6501,БТКУС-ын хэсэг,БТКУС-ын хэсэг,0,0,0,0,0,0,0
6503,Санхүүгийн хэсэг,Санхүүгийн хэсэг,0,0,0,0,0,0,0
6504,Татвар,Татвар,0,0,0,0,0,0,0
6505,Хураамж,Хураамж,0,0,0,0,0,0,0
6600,Статистик,Статистик,0,0,0,0,0,0,0
6800,Эрсдэл,Эрсдэл,0,0,0,0,0,0,0
6901,Дорнод дахь гүний гааль,Дорнод дахь гүний гааль,0,0,0,0,0,0,0
6902,Баянтүмэн өртөө ,Баянтүмэн өртөө ,0,0,0,0,0,0,0
6903,Эрээнцав,Эрээнцав ,0,0,0,0,0,0,0
6905,Хавирга ,Хавирга ,0,0,0,0,0,0,0
6906,Баянхошуу ,Баянхошуу ,0,0,0,0,0,0,0
6908,Тамсаг ,Тамсаг ,0,0,0,0,0,0,0
6909,Дорнод Шан-лун,Дорнод Шан-лун,0,0,0,0,0,0,0
6911,Бичигт,Бичигт,0,0,0,0,0,0,0
6912,СБ Цайрт минерал,СБ Цайрт минерал,0,0,0,0,0,0,0
7100,Захиргааны хэсэг,Захиргааны хэсэг,0,0,0,0,0,0,0
7200,"Гаалийн хяналт,  бүрдүүлэлтийн хэсэг","Гаалийн хяналт,  бүрдүүлэлтийн хэсэг",0,0,0,0,0,0,0
7500,"Санхүү, татварын хэсэг","Санхүү, татварын хэсэг",0,0,0,0,0,0,0
7502,"Үнэ, үнэлгээний хэсэг","Үнэ, үнэлгээний хэсэг",0,0,0,0,0,0,0
7503,Санхүүгийн хэсэг,Санхүүгийн хэсэг,0,0,0,0,0,0,0
